,artist,song_title,album,genres,lyrics,clean_lyrics,token,sentiment,score
70,Juicy Luicy,Tanggung Jawab,Tanggung Jawab,indonesian pop,"[Lirik ""Tanggung Jawab][Verse 1]Siapa dia tersenyum di belakang Kekasihmu kah atau sekedar teman?Apakah ini alasan kau menghilang Sudah bahagia lalu ku kau tinggalkan Masih ingatkah saat kau menangis dan mengadu?Sudah lupakah saat kau berkata hanya ada aku?[Chorus]Sudah ku jatuh cinta Kau pergi senikmatnya Tanggung jawabmu mana?Tega atau tak peka Sempat diatas angin Kini kau bilang tak mungkin Kau buat kesedihan ku semakin[Verse 2]Apakah ini alasan kau menghilang Sudah bahagia lalu ku kau tinggalkan Masih ingatkah saat kau menangis dan mengadu?Sudah lupakah saat kau berkata hanya ada aku?[Chorus]Sudah ku jatuh cinta Kau pergi senikmatnya Tanggung jawabmu mana?Tega atau tak peka Sempat diatas angin Kini kau bilang tak mungkin Kau buat kesedihan ku semakin",tanggung senyum kasih kah dar teman alas kau hilang bahagia ku kau tinggal ingat kau menang adu lupa kau ku jatuh cinta kau pergi nikmat tanggung jawab tega peka atas angin kau bilang kau sedih ku alas kau hilang bahagia ku kau tinggal ingat kau menang adu lupa kau ku jatuh cinta kau pergi nikmat tanggung jawab tega peka atas angin kau bilang kau sedih ku,"['tanggung', 'senyum', 'kasih', 'kah', 'dar', 'teman', 'alas', 'kau', 'hilang', 'bahagia', 'ku', 'kau', 'tinggal', 'ingat', 'kau', 'menang', 'adu', 'lupa', 'kau', 'ku', 'jatuh', 'cinta', 'kau', 'pergi', 'nikmat', 'tanggung', 'jawab', 'tega', 'peka', 'atas', 'angin', 'kau', 'bilang', 'kau', 'sedih', 'ku', 'alas', 'kau', 'hilang', 'bahagia', 'ku', 'kau', 'tinggal', 'ingat', 'kau', 'menang', 'adu', 'lupa', 'kau', 'ku', 'jatuh', 'cinta', 'kau', 'pergi', 'nikmat', 'tanggung', 'jawab', 'tega', 'peka', 'atas', 'angin', 'kau', 'bilang', 'kau', 'sedih', 'ku']",negatif,0.775331974029541
71,Hindia,Bayangkan,Lagipula Hidup Akan Berakhir,indonesian pop,"[Lirik “Bayangkan”][Verse 1]Pernah kau bayangkan jika kau tak menyerah?Hadir sepenuhnya untuk masalah yang sedang kau hadapi?Pernah kau bayangkan bagaimana jika kita selamanya?Di ujung hari catat kita berdua dalam sejarah[Chorus]Bayangkan jika kita tidak menyerah Bangun semua hal yang selalu kita lamunkan Bagaimana pun, kau jaga aku Di mana aku, kau pun di situ Dalam tawa atau palung sedalam-dalamnya[Outro]Kujaga kamu, kau jaga aku Bayangkan jika kita tidak menyerah Bayangkan jika kita tidak menyerah",bayang kau bayang kau serah hadir sepenuh kau hadap kau bayang ujung catat dua sejarah bayang serah bangun lamun kau jaga kau situ tawa palung dalam dalam outro jaga kau jaga bayang serah bayang serah,"['bayang', 'kau', 'bayang', 'kau', 'serah', 'hadir', 'sepenuh', 'kau', 'hadap', 'kau', 'bayang', 'ujung', 'catat', 'dua', 'sejarah', 'bayang', 'serah', 'bangun', 'lamun', 'kau', 'jaga', 'kau', 'situ', 'tawa', 'palung', 'dalam', 'dalam', 'outro', 'jaga', 'kau', 'jaga', 'bayang', 'serah', 'bayang', 'serah']",negatif,0.9953994154930115
72,"Romantic Echoes, Noh Salleh, Bilal Indrajaya",Yang Tercinta,Persembahan Dari Masa Lalu,"indonesian indie, indonesian indie pop","Lirik ""Yang Tercinta""[Verse 1: Romantic Echoes, Noh & Bilal]Selamat datang di malam Penuh cerita nan mesra Aaaaaaaa Bahagia tiada pasti Megah ayu wajah puan Abaikan nestapa Aaaaaaaa Tenggelamlah dalam rayu Kuberikan segala Namun tetap beranjak Aaaaaaaa Meninggalkanku sendiri[Chorus]Yang tercinta Dengarkanlah Bila kau tinggalkan daku Remuk sudah hati Manusia Yang tercinta Dengarkanlah Bila kau ada kecewa Maka maafkanlah Manusia",cinta romantic echoes noh bilal selamat malam penuh cerita nan mesra aaaaaaaa bahagia tiada megah ayu wajah puan abai nestapa aaaaaaaa tenggelam rayu beri anjak aaaaaaaa tinggal cinta dengar kau tinggal daku remuk hati manusia cinta dengar kau kecewa maaf manusia,"['cinta', 'romantic', 'echoes', 'noh', 'bilal', 'selamat', 'malam', 'penuh', 'cerita', 'nan', 'mesra', 'aaaaaaaa', 'bahagia', 'tiada', 'megah', 'ayu', 'wajah', 'puan', 'abai', 'nestapa', 'aaaaaaaa', 'tenggelam', 'rayu', 'beri', 'anjak', 'aaaaaaaa', 'tinggal', 'cinta', 'dengar', 'kau', 'tinggal', 'daku', 'remuk', 'hati', 'manusia', 'cinta', 'dengar', 'kau', 'kecewa', 'maaf', 'manusia']",positif,0.7958364486694336
73,Fstvlst,Satu Terbela Selalu,Hits Kitsch,"indonesian indie, indonesian indie rock, yogyakarta indie","[Lirik ""Satu Terbela Selalu""][Chorus]Api yang menyala Nyala di bawah hunjam deras siksaan Hujan tolak yang menyalak-nyalak Di ujung mulut senapan yang memaksa Berucap Menyerahlah[Verse 1]Tetap melaju kencang Di rute yang tak selalu aman Buang candu belaian Buaian ruang nyaman Menolak untuk menyerah sudah Jajal kemungkinan-kemungkinan Gelap masa depan Berisi terang harapan[Verse 2]Bagaimana jika satu Yang terbela selalu Ternyata bukan satu Yang ternyata juga belamu Bagaimana jika sepertinya cita-cita Ternyata nyaman saja Nyaman pembunuh cita-cita Nyaman pembunuh cita-cita",bela api nyala nyala hunjam deras siksa hujan tolak salak nyalak ujung mulut senapan paksa ucap serah laju kencang rute aman buang candu belai buai ruang nyaman tolak serah jajal gelap isi terang harap bela bela cita cita nyaman nyaman bunuh cita cita nyaman bunuh cita cita,"['bela', 'api', 'nyala', 'nyala', 'hunjam', 'deras', 'siksa', 'hujan', 'tolak', 'salak', 'nyalak', 'ujung', 'mulut', 'senapan', 'paksa', 'ucap', 'serah', 'laju', 'kencang', 'rute', 'aman', 'buang', 'candu', 'belai', 'buai', 'ruang', 'nyaman', 'tolak', 'serah', 'jajal', 'gelap', 'isi', 'terang', 'harap', 'bela', 'bela', 'cita', 'cita', 'nyaman', 'nyaman', 'bunuh', 'cita', 'cita', 'nyaman', 'bunuh', 'cita', 'cita']",positif,0.7017884850502014
74,Payung Teduh,Untuk Perempuan Yang Sedang Di Pelukan,Dunia Batas,"indonesian folk, indonesian indie, indonesian pop, indonesian singer-songwriter",[Verse 1]Tak terasa gelap pun jatuh Di ujung malam Menuju pagi yang dingin Hanya ada sedikit bintang malam ini Mungkin karena kau Sedang cantik-cantiknya[Verse 2]Lalu mataku merasa malu Semakin dalam Ia malu kali ini Kadang juga ia takut Tatkala harus Berpapasan di tengah pelariannya[Chorus]Di malam hari Menuju pagi Sedikit cemas Banyak rindunya[Instrumental][Chorus]Di malam hari Menuju pagi Sedikit cemas Banyak rindunya,gelap jatuh ujung malam pagi dingin bintang malam kau cantik cantik mata malu malu kali kadang takut tatkala papas lari malam pagi cemas rindu malam pagi cemas rindu,"['gelap', 'jatuh', 'ujung', 'malam', 'pagi', 'dingin', 'bintang', 'malam', 'kau', 'cantik', 'cantik', 'mata', 'malu', 'malu', 'kali', 'kadang', 'takut', 'tatkala', 'papas', 'lari', 'malam', 'pagi', 'cemas', 'rindu', 'malam', 'pagi', 'cemas', 'rindu']",negatif,0.9435609579086304
75,"Hindia, Natasha Udu, Kamga",Mata Air,Menari Dengan Bayangan,indonesian pop,"Lirik ""Mata Air""[Intro: Kamga]Ah, ah-ah, ah-ah Ah-ah-ah-ah-ah, ah-ah, ah-ah[Verse 1: Hindia & Natasha Udu]Menghabiskan gaji untuk diriku sendiri Membeli satu tiket film terkini Memesan yang cukup hanya untuk satu porsi Menyanyikan Kunto Aji di tengah muda-mudi[Pre-Chorus: Hindia & Natasha Udu]Semua jatuh bangunmu, hal yang biasa Angan dan pertanyaan, waktu yang menjawabnya Berikan tenggat waktu, bersedihlah secukupnya Rayakan perasaanmu sebagai manusia[Chorus: Hindia, Natasha Udu, & Kamga]Jika kau pernah tersakiti, angkat tangan Jika kau pernah menyakiti, angkat tangan Jika kau pernah bahagia, angkat tangan Jika kau pernah kecewa, angkat tangan Jika kau pernah tersakiti, angkat tangan Jika kau pernah menyakiti, angkat tangan Jika kau pernah bahagia, angkat tangan Jika kau pernah kecewa, angkat tangan",mata air kamga hindia natasha udu habis gaji diri beli tiket film kini mes porsi nyanyi kunto aji muda mud hindia natasha udu jatuh bangun angan jawab tenggat sedih raya asa manusia hindia natasha udu kamga kau sakit angkat tangan kau sakit angkat tangan kau bahagia angkat tangan kau kecewa angkat tangan kau sakit angkat tangan kau sakit angkat tangan kau bahagia angkat tangan kau kecewa angkat tangan,"['mata', 'air', 'kamga', 'hindia', 'natasha', 'udu', 'habis', 'gaji', 'diri', 'beli', 'tiket', 'film', 'kini', 'mes', 'porsi', 'nyanyi', 'kunto', 'aji', 'muda', 'mud', 'hindia', 'natasha', 'udu', 'jatuh', 'bangun', 'angan', 'jawab', 'tenggat', 'sedih', 'raya', 'asa', 'manusia', 'hindia', 'natasha', 'udu', 'kamga', 'kau', 'sakit', 'angkat', 'tangan', 'kau', 'sakit', 'angkat', 'tangan', 'kau', 'bahagia', 'angkat', 'tangan', 'kau', 'kecewa', 'angkat', 'tangan', 'kau', 'sakit', 'angkat', 'tangan', 'kau', 'sakit', 'angkat', 'tangan', 'kau', 'bahagia', 'angkat', 'tangan', 'kau', 'kecewa', 'angkat', 'tangan']",negatif,0.993573009967804
76,Coldiac,Vow,O,"indonesian indie, indonesian indie pop, malang indie",[Verse 1]Day by day You belong to me You've been lovely all the time You got me right here thru my heart[Verse 2]Baby stay the same Don't you feel the same?You've been curing all of my pain Soon I will get your parent's blessing[Chorus]Are you gonna love me For the rest of your life?You said that I am the one Let me take you be mine Are you gonna love me For the rest of your life?You said I am the one Let me take you be my bride[Verse 3]Your lovely eyes Where the golden stars Are shining bright with all the joy I got you right there through your eyes,day day bong lovely time got right thru heart baby stay feel curing pain soon get parent blessing gonna love rest life said one let take mine gonna love rest life said one let take bride lovely eyes golden stars shining bright joy got right eyes,"['day', 'day', 'bong', 'lovely', 'time', 'got', 'right', 'thru', 'heart', 'baby', 'stay', 'feel', 'curing', 'pain', 'soon', 'get', 'parent', 'blessing', 'gon', 'na', 'love', 'rest', 'life', 'said', 'one', 'let', 'take', 'mine', 'gon', 'na', 'love', 'rest', 'life', 'said', 'one', 'let', 'take', 'bride', 'lovely', 'eyes', 'golden', 'stars', 'shining', 'bright', 'joy', 'got', 'right', 'eyes']",positif,0.9946925044059753
77,Fstvlst,Opus,Fstvlst II,"indonesian indie, indonesian indie rock, yogyakarta indie",Di dalam banyak hal Kau dan aku Melintasi waktu Kita berubah drastis Seperti angin dan arahnya Kita berubah Namun ada satu hal Kau dan aku Melintas cerita Semoga tak berubah Akan bersama selamanya Jangan berubah Kau pernah muda dan ku juga Kau sering gagal dan akupun sama Lebih sering gagalnya Lebih kerap jatuhnya Kau kan menua dan ku juga Ingin bahagia Begitupun yang ku damba Semoga bahagia(Kan ku ajak mereka yang merasa serupa),kau lintas ubah drastis angin arah ubah kau lintas cerita moga ubah ubah kau muda ku kau gagal aku gagal kerap jatuh kau tua ku bahagia ku damba moga bahagia ku ajak,"['kau', 'lintas', 'ubah', 'drastis', 'angin', 'arah', 'ubah', 'kau', 'lintas', 'cerita', 'moga', 'ubah', 'ubah', 'kau', 'muda', 'ku', 'kau', 'gagal', 'aku', 'gagal', 'kerap', 'jatuh', 'kau', 'tua', 'ku', 'bahagia', 'ku', 'damba', 'moga', 'bahagia', 'ku', 'ajak']",positif,0.9665738344192505
78,Lor,Under The City Lights,Movie Star,yogyakarta indie,"[Intro: Tove Lo & Ivan B]And I gotta stay high all the time And I gotta stay high all the time And I gotta stay high all the time To keep you off my mind And I gotta stay high all the time And I gotta stay high all the time And I gotta stay high all the time To keep you off my mind(And she gotta stay)And I gotta stay high all the time(And she always stays)High all the time(And she gotta stay)High all the time(To keep you from her mind)To keep you off my mind[Verse 1: Ivan B]She staying high, almost all the time Another party almost every night High heels and make up Every week she's on another flight""Goes around always comes around""That's her own life motto, ""Sunday California""Monday in Chicago But it's cool, I'll see her soon, loving all my tunes Beauty walking the streets, a beast inside my room Can't stay for long, need to write these songs Work from night then back to dawn Nothing's right if the feelings wrong So she's gone by the break of dawn A broken heart but a stronger mind In that girl is what you'll find Staying high almost all the time But kills it every single time, tipsy off a glass of wine Lewy V shades, what she hides behind Purse more deep than her state of mind Life is just one hell of a ride But life is what she hated, love was just a dream Now she thinks she's made it, travelling over seas Can't get me off her mind, she calls me all the time I always hit decline and she's always getting high like",tove lo ivan b gotta stay high time gotta stay high time gotta stay high time keep mind gotta stay high time gotta stay high time gotta stay high time keep mind gotta stay gotta stay high time always stays high time gotta stay high time keep mind keep mind ivan b staying high almost time another party almost every night high heels make every week another flight goes around always comes around life motto sunday california monday chicago cool see soon loving tunes beauty walking streets beast inside room stay long need write songs work night back dawn nothing right feelings wrong gone break dawn broken heart stronger mind girl find staying high almost time kills every single time tipsy glass wine lewy v shades hides behind purse deep state mind life one hell ride life hated love dream thinks made travelling seas get mind calls time always hit decline always getting high like,"['tove', 'lo', 'ivan', 'b', 'got', 'ta', 'stay', 'high', 'time', 'got', 'ta', 'stay', 'high', 'time', 'got', 'ta', 'stay', 'high', 'time', 'keep', 'mind', 'got', 'ta', 'stay', 'high', 'time', 'got', 'ta', 'stay', 'high', 'time', 'got', 'ta', 'stay', 'high', 'time', 'keep', 'mind', 'got', 'ta', 'stay', 'got', 'ta', 'stay', 'high', 'time', 'always', 'stays', 'high', 'time', 'got', 'ta', 'stay', 'high', 'time', 'keep', 'mind', 'keep', 'mind', 'ivan', 'b', 'staying', 'high', 'almost', 'time', 'another', 'party', 'almost', 'every', 'night', 'high', 'heels', 'make', 'every', 'week', 'another', 'flight', 'goes', 'around', 'always', 'comes', 'around', 'life', 'motto', 'sunday', 'california', 'monday', 'chicago', 'cool', 'see', 'soon', 'loving', 'tunes', 'beauty', 'walking', 'streets', 'beast', 'inside', 'room', 'stay', 'long', 'need', 'write', 'songs', 'work', 'night', 'back', 'dawn', 'nothing', 'right', 'feelings', 'wrong', 'gone', 'break', 'dawn', 'broken', 'heart', 'stronger', 'mind', 'girl', 'find', 'staying', 'high', 'almost', 'time', 'kills', 'every', 'single', 'time', 'tipsy', 'glass', 'wine', 'lewy', 'v', 'shades', 'hides', 'behind', 'purse', 'deep', 'state', 'mind', 'life', 'one', 'hell', 'ride', 'life', 'hated', 'love', 'dream', 'thinks', 'made', 'travelling', 'seas', 'get', 'mind', 'calls', 'time', 'always', 'hit', 'decline', 'always', 'getting', 'high', 'like']",positif,0.9609581232070923
79,"Hindia, Teddy Adhitya",Jangan Jadi Pahlawan,Lagipula Hidup Akan Berakhir,indonesian pop,"[Lirik “Jangan Jadi Pahlawan”][Verse 1: Teddy Adhitya & Hindia]Banyak cobaan, kita lalui bersama Jadi bahan candaan Banyak cobaan, kita berbeda pandangan Kuusahakan[Pre-Chorus]Jangan jadi pahlawan[Chorus]Biarkan kucoba memahami dunia dengan Cara sendiri Tak berarti ku akan membencimu, aku hanya Belajar berdiri[Verse 2: Hindia & Teddy Adhitya]Karena begitulah hidup, kita akan beranjak dewasa Masing-masing (Masing-masing)Ku melihat lagi ke belakang dan bersyukur kau di sana Tanpamu ku tak bisa[Bridge]Jangan jadi pahlawan, jangan larang kupergi Mungkin habis apiku di sini",pahlawan teddy adhitya hindia coba lalu bahan canda coba beda pandang usaha pahlawan biar coba paham dunia ku benci ajar diri hindia teddy adhitya hidup anjak dewasa ku syukur kau tanpa ku bridge pahlawan larang pergi habis api,"['pahlawan', 'teddy', 'adhitya', 'hindia', 'coba', 'lalu', 'bahan', 'canda', 'coba', 'beda', 'pandang', 'usaha', 'pahlawan', 'biar', 'coba', 'paham', 'dunia', 'ku', 'benci', 'ajar', 'diri', 'hindia', 'teddy', 'adhitya', 'hidup', 'anjak', 'dewasa', 'ku', 'syukur', 'kau', 'tanpa', 'ku', 'bridge', 'pahlawan', 'larang', 'pergi', 'habis', 'api']",negatif,0.9768965840339661
80,Adrian Khalif,Menawan,Menawan,"indonesian hip hop, indonesian pop","[Verse 1]Setelah lewati semua yang terjadi Mengapa kau masih berbesar hati?[Pre-Chorus]Sifatku, salahku, perkataan, dan tingkah laku Mengapa kau masih di sampingku?Apa layak kugenggam sehabis semalam?Tanpa perlu alasan Aku kau maafkan[Chorus]Dari tadi kupandang masih tak kutemukan Apa ada yang lebih menawan?Dari bintang di awan sampai laut terdalam Tiada ada yang mengagumkan Tak beranjak lari tinggalkanku Di saat semuanya pergi Dari tadi kupandang yakin tak kutemukan Hati yang lebih menawan[Verse 2]Sifatku, salahku, perkataan, dan tingkah laku Mengapa kau masih di sampingku?Apa layak kugenggam sehabis semalam?Tanpa perlu dengar alasan Aku kau maafkan",lewat kau besar hati sifat salah kata tingkah laku kau samping layak genggam habis malam alas kau maaf pandang temu tawan bintang awan laut dalam tiada kagum anjak lari tinggal pergi pandang temu hati tawan sifat salah kata tingkah laku kau samping layak genggam habis malam dengar alas kau maaf,"['lewat', 'kau', 'besar', 'hati', 'sifat', 'salah', 'kata', 'tingkah', 'laku', 'kau', 'samping', 'layak', 'genggam', 'habis', 'malam', 'alas', 'kau', 'maaf', 'pandang', 'temu', 'tawan', 'bintang', 'awan', 'laut', 'dalam', 'tiada', 'kagum', 'anjak', 'lari', 'tinggal', 'pergi', 'pandang', 'temu', 'hati', 'tawan', 'sifat', 'salah', 'kata', 'tingkah', 'laku', 'kau', 'samping', 'layak', 'genggam', 'habis', 'malam', 'dengar', 'alas', 'kau', 'maaf']",negatif,0.5355150699615479
81,Olski,Titik Dua & Bintang,In The Wood,"indonesian folk, indonesian indie","Titik Dua dan Bintang Selamat malam Jangan lupa cuci kaki dan tangan Juga doa sebelum terpejam Titik dua dan bintang Hey, lagi apa? Ada dimana?Sama siapa? Ngapain aja?Cepat-cepat kau makan Nanti maagmu menyerang Jangan lupa jaket kau kenakan Jangan lupa makan malammu Nanti sakit perutmu Dari aku yang merindukanmu Selamat malam Jangan lupa cuci kaki dan tangan Juga doa sebelum terpejam Titik dua dan bintang Cepat-cepat kau makan (cepat-cepat)Nanti maagmu menyerang Jangan lupa jaket kau kenakan",titik bintang selamat malam lupa cuci kaki tangan doa pejam titik bintang hey mana ngapain aja cepat cepat kau makan maagmu serang lupa jaket kau kena lupa makan malam sakit perut rindu selamat malam lupa cuci kaki tangan doa pejam titik bintang cepat cepat kau makan cepat cepat maagmu serang lupa jaket kau kena,"['titik', 'bintang', 'selamat', 'malam', 'lupa', 'cuci', 'kaki', 'tangan', 'doa', 'pejam', 'titik', 'bintang', 'hey', 'mana', 'ngapain', 'aja', 'cepat', 'cepat', 'kau', 'makan', 'maagmu', 'serang', 'lupa', 'jaket', 'kau', 'kena', 'lupa', 'makan', 'malam', 'sakit', 'perut', 'rindu', 'selamat', 'malam', 'lupa', 'cuci', 'kaki', 'tangan', 'doa', 'pejam', 'titik', 'bintang', 'cepat', 'cepat', 'kau', 'makan', 'cepat', 'cepat', 'maagmu', 'serang', 'lupa', 'jaket', 'kau', 'kena']",negatif,0.9544485211372375
82,Lor,Your Way,Movie Star,yogyakarta indie,[Verse 1]Here I am Down on my knees again Surrendering all Surrendering all And find me here Lord as You draw me near I'm desperate for You I'm desperate for You I surrender[Verse 2]Drench my soul As mercy and grace unfold I hunger and thirst I hunger and thirst With arms stretched wide I know You hear my cry Speak to me now Speak to me now[Chorus]I surrender I surrender I want to know You more I want to know You more I surrender I surrender I want to know You more I want to know You more,knees surrendering surrendering find lord draw near desperate desperate surrender drench soul mercy grace unfold hunger thirst hunger thirst arms stretched wide know hear cry speak speak surrender surrender want know want know surrender surrender want know want know,"['knees', 'surrendering', 'surrendering', 'find', 'lord', 'draw', 'near', 'desperate', 'desperate', 'surrender', 'drench', 'soul', 'mercy', 'grace', 'unfold', 'hunger', 'thirst', 'hunger', 'thirst', 'arms', 'stretched', 'wide', 'know', 'hear', 'cry', 'speak', 'speak', 'surrender', 'surrender', 'want', 'know', 'want', 'know', 'surrender', 'surrender', 'want', 'know', 'want', 'know']",netral,0.9240669012069702
83,.Feast,Arteri,Membangun & Menghancurkan,indonesian indie,"[Lirik “Arteri”] [Verse 1]Telanjang, ku telanjang menyicipi dunia Hatiku berkata“Selamat datang di dua puluh!”Kau tambal kegagalanku Kau masuk ke dalam darah, berdansa dan berserah Untuk sekian jam saja [Pre-Chorus]Sembunyikanmu dari dunia, hilang akal saat kau ada Berputar, mana ujungnya? [Chorus]Menangisku di pundakmu Kau bilang muntahkan semua pilu Aku pura-pura tak tahu, aku pura-pura tak sadar Kau hanya trauma (Meluncur di Arteri) [Verse 2]Aku ingin tak menghiraukan masa depan Namun hidup apa hanya delapan kali sebulan?Salahku memikirkan untuk menyelamatkan Saat kaulah titik perkara [Chorus]Menangisku di pundakmu Kau bilang muntahkan semua pilu Aku pura-pura tak tahu, aku pura-pura tak sadar Kau hanya trauma (Di Arteri Pondok Indah) [Bridge]Aku berlari, lari, lari Lari mengejar dirimu Cinta macam apa Yang dijaga ketat oleh perantara?Indraku mati rasa Kubuang jauh dalam Tempat sampah (Di Arteri Pondok Indah) [Instrumental] [Interlude]Kau hanya trauma Meluncur di Arteri Hanya lagu lama Bernyanyi di Arteri [Chorus]Menangisku di pundakmu Kau bilang muntahkan semua pilu Aku pura-pura tak tahu, aku pura-pura tak sadar Kau hanya trauma (Meluncur di arteri) [Outro]Setetes bahagia yang selalu kau cari Mengalir berkelana meluncur di arteri Setetes bahagia yang selalu kau cari Mengalir berkelana meluncur di arteri",arteri telanjang ku telanjang menyicipi dunia hati selamat puluh kau tambal gagal kau masuk darah dansa serah sekian jam sembunyi dunia hilang akal kau putar ujung menang pundak kau bilang muntah pilu pura pura pura pura sadar kau trauma luncur arteri hirau hidup delapan kali bulan salah pikir selamat kau titik perkara menang pundak kau bilang muntah pilu pura pura pura pura sadar kau trauma arteri pondok indah bridge lari lari lari lari kejar diri cinta jaga ketat antara indra mati buang sampah arteri pondok indah interlude kau trauma luncur arteri lagu nyanyi arteri menang pundak kau bilang muntah pilu pura pura pura pura sadar kau trauma luncur arteri outro tetes bahagia kau cari alir kelana luncur arteri tetes bahagia kau cari alir kelana luncur arteri,"['arteri', 'telanjang', 'ku', 'telanjang', 'menyicipi', 'dunia', 'hati', 'selamat', 'puluh', 'kau', 'tambal', 'gagal', 'kau', 'masuk', 'darah', 'dansa', 'serah', 'sekian', 'jam', 'sembunyi', 'dunia', 'hilang', 'akal', 'kau', 'putar', 'ujung', 'menang', 'pundak', 'kau', 'bilang', 'muntah', 'pilu', 'pura', 'pura', 'pura', 'pura', 'sadar', 'kau', 'trauma', 'luncur', 'arteri', 'hirau', 'hidup', 'delapan', 'kali', 'bulan', 'salah', 'pikir', 'selamat', 'kau', 'titik', 'perkara', 'menang', 'pundak', 'kau', 'bilang', 'muntah', 'pilu', 'pura', 'pura', 'pura', 'pura', 'sadar', 'kau', 'trauma', 'arteri', 'pondok', 'indah', 'bridge', 'lari', 'lari', 'lari', 'lari', 'kejar', 'diri', 'cinta', 'jaga', 'ketat', 'antara', 'indra', 'mati', 'buang', 'sampah', 'arteri', 'pondok', 'indah', 'interlude', 'kau', 'trauma', 'luncur', 'arteri', 'lagu', 'nyanyi', 'arteri', 'menang', 'pundak', 'kau', 'bilang', 'muntah', 'pilu', 'pura', 'pura', 'pura', 'pura', 'sadar', 'kau', 'trauma', 'luncur', 'arteri', 'outro', 'tetes', 'bahagia', 'kau', 'cari', 'alir', 'kelana', 'luncur', 'arteri', 'tetes', 'bahagia', 'kau', 'cari', 'alir', 'kelana', 'luncur', 'arteri']",negatif,0.9951946139335632
84,Lomba Sihir,Jalan Tikus,Selamat Datang di Ujung Dunia,,"[Lirik “Jalan Tikus”][Verse 1: Natasha Udu]Tawa masih berkelindan Abu rokok masih berjatuhan Janjiku pulang dari dua jam lalu Kucari jalan tikusnya Dering ponsel di tengah jalan Takut terdengar kendaraan Bilang ku sudah di p'ristirahatan Kucari jalan tikusnya[Chorus: Hindia, Udu & Rayhan Noor]Jalur-jalur ini bergerak terlalu lambat Perubahan ini terjadi tanpa isyarat Di lumbung terdalam kepala semua kucatat Dusta-dusta kecil yang lahir untukku rehat Hati menggugat, hati mengumpat Namun kadang kota menjungkir t’rlalu kuat Walaupun berat, ini cara terakhir Untuk selamat, kucari jalan tikusnya[Post-Chorus: Hindia]Kucari jalan pintasnya Kucari jalan tikusnya",jalan tikus natasha udu tawa kelindan abu rokok jatuh janji pulang jam cari jalan tikus dering ponsel jalan takut dengar kendara bilang ku p ristirahatan cari jalan tikus hindia udu rayhan noor jalur jalur gerak lambat ubah isyarat lumbung dalam kepala catat dusta dusta lahir untuk rehat hati gugat hati umpat kadang kota jungkir rlalu kuat berat selamat cari jalan tikus post hindia cari jalan pintas cari jalan tikus,"['jalan', 'tikus', 'natasha', 'udu', 'tawa', 'kelindan', 'abu', 'rokok', 'jatuh', 'janji', 'pulang', 'jam', 'cari', 'jalan', 'tikus', 'dering', 'ponsel', 'jalan', 'takut', 'dengar', 'kendara', 'bilang', 'ku', 'p', 'ristirahatan', 'cari', 'jalan', 'tikus', 'hindia', 'udu', 'rayhan', 'noor', 'jalur', 'jalur', 'gerak', 'lambat', 'ubah', 'isyarat', 'lumbung', 'dalam', 'kepala', 'catat', 'dusta', 'dusta', 'lahir', 'untuk', 'rehat', 'hati', 'gugat', 'hati', 'umpat', 'kadang', 'kota', 'jungkir', 'rlalu', 'kuat', 'berat', 'selamat', 'cari', 'jalan', 'tikus', 'post', 'hindia', 'cari', 'jalan', 'pintas', 'cari', 'jalan', 'tikus']",negatif,0.9949082732200623
85,Fourtwnty,Fana Merah Jambu,Lelaku,"indonesian folk, indonesian indie, indonesian pop","Di depan teras rumah Fana merah jambu, ku berdua Momen-momen tak palsu Air tuhan turun, aromamu Tersalurkan aliran syaraf buntu Martin tua media pembuka Berdansa sore hariku Sejiwa alam dan duniamu Melebur sifat kakuku Hal bodoh jadi lucu Obrolan tak perlu kala itu Oh tersalurkan aliran syaraf buntu Martin tua media pembuka Berdansa sore hariku Sejiwa alam dan duniamu Melebur sifat kakuku Rasanya tak cukup waktu Terlalu cepat berlalu Soreku nyaman denganmu Menarilah, menarilah Menarilah denganku Genggam tangan cokelatku Berputar-putar denganku Menarilah denganku Menarilah, menarilah",teras rumah fana merah jambu ku dua momen momen palsu air tuhan turun aroma salur alir syaraf buntu martin tua media buka dansa sore hari jiwa alam dunia lebur sifat kaku bodoh lucu obrol salur alir syaraf buntu martin tua media buka dansa sore hari jiwa alam dunia lebur sifat kaku cepat sore nyaman dengan tar tar tar dengan genggam tangan cokelat putar putar dengan tar dengan tar tar,"['teras', 'rumah', 'fana', 'merah', 'jambu', 'ku', 'dua', 'momen', 'momen', 'palsu', 'air', 'tuhan', 'turun', 'aroma', 'salur', 'alir', 'syaraf', 'buntu', 'martin', 'tua', 'media', 'buka', 'dansa', 'sore', 'hari', 'jiwa', 'alam', 'dunia', 'lebur', 'sifat', 'kaku', 'bodoh', 'lucu', 'obrol', 'salur', 'alir', 'syaraf', 'buntu', 'martin', 'tua', 'media', 'buka', 'dansa', 'sore', 'hari', 'jiwa', 'alam', 'dunia', 'lebur', 'sifat', 'kaku', 'cepat', 'sore', 'nyaman', 'dengan', 'tar', 'tar', 'tar', 'dengan', 'genggam', 'tangan', 'cokelat', 'putar', 'putar', 'dengan', 'tar', 'dengan', 'tar', 'tar']",negatif,0.5662844181060791
